Net,Total Net Load,Static Prob.,Toggle rate,Switching Power,Class,RC
N89,0.243,0.246,0.0945,0.0056,0,4.58E-03
N9,0.243,0.255,0.0981,0.0058,0,4.58E-03
N90,0.243,0.246,0.098,0.0058,0,4.58E-03
N91,0.243,0.256,0.0958,0.0057,0,4.58E-03
N92,0.243,0.24,0.1008,0.006,0,4.58E-03
N93,0.243,0.25,0.1007,0.006,0,4.58E-03
N94,0.243,0.246,0.0944,0.0056,0,4.58E-03
N95,0.243,0.253,0.1008,0.006,0,4.58E-03
N96,0.243,0.491,0.1907,0.0114,0,4.58E-03
N97,0.243,0.5,0.1919,0.0114,0,4.58E-03
N98,0.243,0.517,0.191,0.0114,0,4.58E-03
N99,0.243,0.505,0.1903,0.0113,0,4.58E-03
op,0.243,0.494,0.1114,0.0066,0,4.58E-03
QA,0.863,0.768,0.0752,0.0159,0,5.76E-02
QB,0.863,0.521,0.075,0.0159,0,5.76E-02
QC,0.544,0.269,0.0752,0.01,0,2.29E-02
QD,0.243,0.019,0.075,0.0045,0,4.58E-03
